customer_id,item_id,rep_id,invoice_qty,receipt_date,tax_code,net_total_value,is_sales_return,return_value
1116,10389,13,19,2022-02-16,TX_RET_2202,65.99,True,65.99
320,5858,11,12,2022-02-16,TX_RET_1202,1099.08,True,1099.08
1273,1925,5,9,2022-02-16,TX_RET_1202,891.37,True,891.37
2127,8503,2,4,2022-02-16,TX_PUR_1102,2234.02,False,0.0
1287,9345,14,18,2022-02-16,TX_PUR_1102,699.29,False,0.0
1157,1061,3,4,2022-02-16,TX_RET_1201,1404.34,True,1404.34
2648,4006,14,23,2022-02-16,TX_MISC_1999,1494.02,False,0.0
2382,2143,19,7,2022-02-16,TX_RET_1201,1692.39,True,1692.39
933,9905,20,21,2022-02-16,TX_CAN_1949,818.7,False,0.0
704,1015,6,22,2022-02-16,TX_RET_2202,1797.13,True,1797.13
479,3832,25,19,2022-02-16,TX_RET_1201,759.56,True,759.56
1218,2602,1,6,2022-02-16,TX_CAN_1949,754.36,False,0.0
1247,4759,14,7,2022-02-21,TX_PUR_1102,429.61,False,0.0
302,5843,8,9,2022-03-04,TX_ADJ_1949,1624.85,False,0.0
1975,7253,6,3,2022-03-09,TX_RET_2202,320.03,True,320.03
845,8482,20,17,2022-03-09,TX_RET_1201,1289.52,True,1289.52
469,2639,1,17,2022-03-09,TX_PUR_1101,1808.29,False,0.0
1232,7347,2,22,2022-03-09,TX_ADJ_1949,597.84,False,0.0
82,4512,7,8,2022-03-09,TX_RET_1202,1764.81,True,1764.81
2387,1544,17,23,2022-03-09,TX_CAN_1949,69.67,False,0.0
1821,8225,5,23,2022-03-09,TX_RET_2202,932.6,True,932.6
53,5130,2,23,2022-03-09,TX_PUR_1102,917.83,False,0.0
1187,3074,12,21,2022-03-09,TX_RET_1201,2157.88,True,2157.88
1959,960,8,12,2022-03-09,TX_PUR_1101,1410.35,False,0.0
2403,6061,16,8,2022-03-09,TX_RET_1201,980.77,True,980.77
375,10825,4,2,2022-03-09,TX_RET_1202,2224.68,True,2224.68
1321,4702,7,16,2022-03-09,TX_PUR_1102,583.81,False,0.0
2256,3632,20,6,2022-03-09,TX_PUR_1102,970.29,False,0.0
1291,2824,15,6,2022-03-09,TX_MISC_1999,1506.44,False,0.0
2589,8813,8,18,2022-03-09,TX_MISC_1999,760.43,False,0.0
775,9763,1,23,2022-03-09,TX_ADJ_1949,2489.92,False,0.0
2335,3383,17,4,2022-03-09,TX_PUR_1102,1060.43,False,0.0
2240,7783,4,17,2022-03-09,TX_RET_1202,1468.1,True,1468.1
1680,8666,6,13,2022-03-09,TX_RET_2202,145.56,True,145.56
2645,7613,8,11,2022-03-09,TX_RET_1202,1080.04,True,1080.04
1584,7430,20,18,2022-03-09,TX_RET_1201,1964.42,True,1964.42
1653,7139,21,15,2022-03-09,TX_ADJ_1949,2188.57,False,0.0
1783,2198,20,15,2022-03-09,TX_RET_2202,2110.5,True,2110.5
609,5091,15,21,2022-03-09,TX_MISC_1999,1962.75,False,0.0
474,8813,3,9,2022-03-09,TX_CAN_1949,1393.11,False,0.0
1147,2359,8,9,2022-03-09,TX_PUR_1101,864.6,False,0.0
1812,1972,14,7,2022-03-09,TX_MISC_1999,2241.95,False,0.0
204,6906,10,19,2022-03-09,TX_MISC_1999,444.61,False,0.0
44,6257,19,17,2022-03-09,TX_RET_2202,1186.58,True,1186.58
371,11321,23,21,2022-03-09,TX_RET_1201,1780.23,True,1780.23
1535,663,24,20,2022-03-09,TX_CAN_1949,1252.39,False,0.0
905,6605,1,23,2022-03-09,TX_PUR_1101,527.02,False,0.0
2273,2016,8,10,2022-03-09,TX_PUR_1102,2020.94,False,0.0
2050,7716,19,3,2022-03-09,TX_ADJ_1949,1564.94,False,0.0
579,4030,16,1,2022-03-09,TX_PUR_1102,103.94,False,0.0
337,4242,20,17,2022-03-09,TX_RET_1201,2278.39,True,2278.39
2287,5627,22,7,2022-03-09,TX_RET_1202,1034.13,True,1034.13
1221,7501,23,19,2022-03-09,TX_CAN_1949,2418.61,False,0.0
557,1448,3,9,2022-03-09,TX_CAN_1949,840.28,False,0.0
834,2070,1,4,2022-03-09,TX_RET_1202,1571.77,True,1571.77
1880,10674,25,24,2022-03-09,TX_RET_1201,1649.23,True,1649.23
157,7424,2,24,2022-03-09,TX_MISC_1999,331.96,False,0.0
762,9445,7,1,2022-03-09,TX_RET_1201,2145.52,True,2145.52
2437,11200,24,6,2022-03-09,TX_RET_2202,759.7,True,759.7
216,2909,1,13,2022-03-09,TX_RET_1202,2479.82,True,2479.82
1609,4757,2,6,2022-03-09,TX_MISC_1999,1465.12,False,0.0
1169,3154,16,9,2022-03-09,TX_CAN_1949,1233.22,False,0.0
706,7015,20,4,2022-03-09,TX_MISC_1999,321.53,False,0.0
364,2994,9,3,2022-03-09,TX_ADJ_1949,1879.48,False,0.0
2077,563,8,16,2022-03-09,TX_MISC_1999,955.74,False,0.0
1909,5830,11,13,2022-03-09,TX_RET_1202,1376.23,True,1376.23
1741,8264,10,20,2022-03-09,TX_ADJ_1949,118.15,False,0.0
2464,8601,20,12,2022-03-09,TX_ADJ_1949,1184.62,False,0.0
624,7918,3,2,2022-03-09,TX_MISC_1999,2336.53,False,0.0
1257,7041,22,1,2022-03-11,TX_RET_1202,2290.94,True,2290.94
895,7435,18,17,2022-03-11,TX_RET_1201,1337.22,True,1337.22
655,4664,21,1,2022-03-11,TX_CAN_1949,2139.35,False,0.0
586,8279,24,7,2022-03-11,TX_PUR_1102,2491.53,False,0.0
2366,187,14,4,2022-03-11,TX_RET_1202,1511.22,True,1511.22
916,10530,12,17,2022-03-11,TX_RET_1202,1862.2,True,1862.2
2548,10570,17,23,2022-03-11,TX_ADJ_1949,390.41,False,0.0
356,9165,4,20,2022-03-11,TX_PUR_1102,1487.25,False,0.0
1425,1974,6,11,2022-03-11,TX_RET_2202,1532.31,True,1532.31
746,8533,11,9,2022-03-11,TX_RET_1201,380.82,True,380.82
363,10076,14,12,2022-03-11,TX_PUR_1101,1732.16,False,0.0
288,3626,23,3,2022-03-11,TX_MISC_1999,2154.37,False,0.0
152,1887,1,15,2022-03-11,TX_CAN_1949,991.63,False,0.0
1070,1454,19,5,2022-03-11,TX_MISC_1999,2435.49,False,0.0
1407,11407,2,2,2022-03-11,TX_PUR_1102,1142.73,False,0.0
2155,10167,9,2,2022-03-11,TX_MISC_1999,1570.71,False,0.0
1109,10181,19,16,2022-03-11,TX_CAN_1949,454.32,False,0.0
1894,7071,6,7,2022-03-11,TX_RET_2202,776.49,True,776.49
1312,5548,21,22,2022-03-11,TX_RET_1201,1213.68,True,1213.68
2227,4392,10,22,2022-03-11,TX_CAN_1949,218.0,False,0.0
1044,7240,12,22,2022-03-11,TX_PUR_1102,1870.96,False,0.0
2516,4520,7,21,2022-03-11,TX_MISC_1999,738.28,False,0.0
1062,10760,24,5,2022-03-11,TX_CAN_1949,2012.55,False,0.0
174,1740,15,12,2022-03-11,TX_RET_1201,1015.29,True,1015.29
141,3630,5,16,2022-03-11,TX_MISC_1999,2164.01,False,0.0
1023,5321,17,6,2022-03-11,TX_RET_1202,1400.52,True,1400.52
1318,10977,21,3,2022-03-11,TX_RET_2202,443.25,True,443.25
118,7923,17,18,2022-03-11,TX_CAN_1949,1918.59,False,0.0
875,6528,23,14,2022-03-11,TX_CAN_1949,660.46,False,0.0
683,3026,10,9,2022-03-11,TX_PUR_1102,670.95,False,0.0
2198,2949,1,8,2022-03-11,TX_PUR_1102,1010.42,False,0.0
1544,5534,16,4,2022-03-11,TX_RET_2202,2123.88,True,2123.88
1466,10845,19,4,2022-03-11,TX_PUR_1101,2025.92,False,0.0
1987,4850,7,20,2022-03-11,TX_MISC_1999,1202.36,False,0.0
30,2178,11,4,2022-03-11,TX_RET_1201,1305.31,True,1305.31
2632,6930,4,24,2022-03-11,TX_PUR_1101,2238.67,False,0.0
961,1598,4,7,2022-03-11,TX_PUR_1101,2373.81,False,0.0
508,10955,18,18,2022-03-11,TX_RET_1201,1518.54,True,1518.54
618,7977,11,8,2022-03-11,TX_PUR_1101,2016.63,False,0.0
1906,9189,20,8,2022-03-11,TX_MISC_1999,1029.45,False,0.0
1450,929,4,24,2022-03-11,TX_CAN_1949,1222.44,False,0.0
927,1636,13,7,2022-03-11,TX_RET_2202,1491.58,True,1491.58
2653,9250,21,14,2022-03-11,TX_CAN_1949,2192.69,False,0.0
2295,7373,24,21,2022-03-11,TX_RET_1202,157.01,True,157.01
477,9923,16,7,2022-03-11,TX_RET_1202,717.82,True,717.82
489,5616,16,2,2022-03-11,TX_PUR_1102,1561.25,False,0.0
267,4386,3,19,2022-03-11,TX_ADJ_1949,2436.07,False,0.0
2405,1679,17,6,2022-03-11,TX_RET_1201,1161.09,True,1161.09
1263,628,4,10,2022-03-11,TX_PUR_1102,2014.03,False,0.0
2655,7787,24,19,2022-03-11,TX_PUR_1102,1866.79,False,0.0
2563,2414,13,2,2022-03-11,TX_PUR_1102,2199.52,False,0.0
1798,2975,11,18,2022-03-11,TX_RET_2202,2387.02,True,2387.02
1238,6916,7,19,2022-03-11,TX_RET_2202,218.83,True,218.83
2590,3924,15,23,2022-03-11,TX_RET_1201,576.55,True,576.55
1245,4612,24,18,2022-03-11,TX_RET_1201,1670.56,True,1670.56
563,6959,18,24,2022-03-11,TX_PUR_1101,103.92,False,0.0
124,7594,5,9,2022-03-14,TX_PUR_1102,1132.12,False,0.0
508,4284,17,22,2022-03-14,TX_PUR_1102,2212.67,False,0.0
502,2663,7,19,2022-03-14,TX_ADJ_1949,2491.42,False,0.0
1781,5429,19,23,2022-03-14,TX_CAN_1949,420.32,False,0.0
378,10735,9,13,2022-03-14,TX_RET_1202,1690.12,True,1690.12
246,3374,1,21,2022-03-14,TX_RET_1201,316.15,True,316.15
994,4243,13,3,2022-03-14,TX_RET_1201,1330.3,True,1330.3
2252,10197,13,14,2022-03-15,TX_RET_1202,91.67,True,91.67
1234,7741,19,2,2022-03-15,TX_RET_2202,1143.44,True,1143.44
1173,1255,16,20,2022-03-15,TX_RET_2202,2270.5,True,2270.5
1206,4006,15,16,2022-03-15,TX_PUR_1101,2248.43,False,0.0
2028,11466,2,1,2022-03-15,TX_ADJ_1949,1137.0,False,0.0
1380,2932,10,24,2022-03-15,TX_PUR_1102,2292.09,False,0.0
590,6660,23,5,2022-03-15,TX_CAN_1949,2133.47,False,0.0
1093,6053,14,11,2022-03-15,TX_CAN_1949,1616.5,False,0.0
2257,10562,6,4,2022-03-15,TX_PUR_1102,2041.85,False,0.0
1854,2278,15,2,2022-03-15,TX_MISC_1999,52.18,False,0.0
191,11469,10,1,2022-03-15,TX_PUR_1101,631.85,False,0.0
324,11418,12,6,2022-03-15,TX_ADJ_1949,383.08,False,0.0
1851,3924,17,24,2022-03-15,TX_PUR_1101,2280.09,False,0.0
1056,763,16,24,2022-03-15,TX_ADJ_1949,1599.22,False,0.0
1001,480,25,14,2022-03-15,TX_MISC_1999,182.02,False,0.0
2039,4428,22,17,2022-03-15,TX_RET_2202,387.06,True,387.06
2300,4618,21,24,2022-03-15,TX_RET_1202,1549.99,True,1549.99
738,11384,16,6,2022-03-15,TX_PUR_1102,2245.03,False,0.0
2452,3093,14,19,2022-03-15,TX_RET_1202,2026.36,True,2026.36
2664,699,2,4,2022-03-15,TX_RET_1202,2148.02,True,2148.02
2381,5336,12,11,2022-03-15,TX_ADJ_1949,184.38,False,0.0
1349,4573,18,6,2022-03-15,TX_CAN_1949,727.51,False,0.0
2493,4656,16,15,2022-03-15,TX_MISC_1999,2429.03,False,0.0
2395,5365,24,15,2022-03-15,TX_MISC_1999,2492.86,False,0.0
913,6790,15,22,2022-03-15,TX_CAN_1949,1153.09,False,0.0
1251,3451,9,16,2022-03-15,TX_RET_1202,2029.51,True,2029.51
2501,9224,1,24,2022-03-15,TX_MISC_1999,207.07,False,0.0
773,9610,8,16,2022-03-15,TX_RET_1202,1710.41,True,1710.41
762,5393,3,20,2022-03-15,TX_MISC_1999,2152.55,False,0.0
1198,4341,18,9,2022-03-15,TX_RET_1202,1585.0,True,1585.0
2125,8007,12,19,2022-03-15,TX_MISC_1999,954.98,False,0.0
1725,9997,13,4,2022-03-15,TX_RET_1202,1190.08,True,1190.08
682,10666,12,11,2022-03-15,TX_CAN_1949,1024.87,False,0.0
1581,6775,6,7,2022-03-15,TX_RET_1202,1724.59,True,1724.59
1800,1120,5,10,2022-03-15,TX_CAN_1949,328.31,False,0.0
642,11399,22,3,2022-03-15,TX_CAN_1949,694.19,False,0.0
1132,2930,15,1,2022-03-15,TX_ADJ_1949,567.32,False,0.0
2221,7280,12,21,2022-03-15,TX_ADJ_1949,2378.12,False,0.0
1503,5963,25,24,2022-03-15,TX_MISC_1999,1943.73,False,0.0
966,1212,22,14,2022-03-15,TX_MISC_1999,262.2,False,0.0
1415,625,11,11,2022-03-15,TX_MISC_1999,2175.58,False,0.0
889,10809,25,15,2022-03-15,TX_CAN_1949,1539.28,False,0.0
61,9266,18,23,2022-03-15,TX_MISC_1999,1169.24,False,0.0
2314,4966,2,23,2022-03-15,TX_PUR_1101,1224.39,False,0.0
1,10508,20,17,2022-03-15,TX_RET_1202,1481.08,True,1481.08
1579,376,24,17,2022-03-15,TX_RET_2202,431.99,True,431.99
2188,5358,14,1,2022-03-15,TX_PUR_1101,1442.03,False,0.0
2330,7180,7,7,2022-03-15,TX_RET_2202,800.6,True,800.6
1135,3816,18,4,2022-03-15,TX_RET_1201,1813.52,True,1813.52
529,3982,2,4,2022-03-15,TX_MISC_1999,88.17,False,0.0
2197,10619,4,17,2022-03-15,TX_RET_2202,832.26,True,832.26
328,6721,1,19,2022-03-15,TX_RET_1202,1943.05,True,1943.05
2053,3065,21,6,2022-03-15,TX_RET_1201,1467.94,True,1467.94
1212,3564,16,15,2022-03-16,TX_PUR_1102,349.28,False,0.0
1885,10493,1,21,2022-03-16,TX_RET_1201,93.17,True,93.17
875,4224,5,12,2022-03-16,TX_RET_1202,1696.48,True,1696.48
727,799,13,24,2022-03-16,TX_RET_1201,2004.99,True,2004.99
637,1804,23,14,2022-03-16,TX_PUR_1102,2210.15,False,0.0
2178,9583,10,11,2022-03-16,TX_CAN_1949,1019.54,False,0.0
1882,3442,14,15,2022-03-17,TX_PUR_1101,224.65,False,0.0
428,5617,5,4,2022-03-17,TX_MISC_1999,1548.37,False,0.0
2430,7909,5,22,2022-03-17,TX_RET_1202,393.46,True,393.46
2159,2529,23,4,2022-03-17,TX_PUR_1101,779.91,False,0.0
1591,798,1,12,2022-03-17,TX_CAN_1949,2125.97,False,0.0
1361,5200,19,21,2022-03-18,TX_ADJ_1949,482.75,False,0.0
536,8814,20,8,2022-03-18,TX_MISC_1999,637.5,False,0.0
2295,10212,17,16,2022-03-18,TX_ADJ_1949,970.48,False,0.0
2269,4475,24,8,2022-03-18,TX_RET_1201,1408.95,True,1408.95
2569,3066,2,18,2022-03-18,TX_RET_1201,1224.6,True,1224.6
396,1209,9,9,2022-03-18,TX_PUR_1102,2412.94,False,0.0
330,7774,3,4,2022-03-18,TX_MISC_1999,1329.15,False,0.0
1437,2085,22,16,2022-03-18,TX_RET_2202,1453.95,True,1453.95
875,9241,3,2,2022-03-18,TX_PUR_1102,1790.87,False,0.0
1053,11025,12,7,2022-03-18,TX_RET_1202,517.78,True,517.78
1321,10462,7,10,2022-03-18,TX_PUR_1101,1725.89,False,0.0
576,10226,22,4,2022-03-18,TX_MISC_1999,1429.58,False,0.0
1368,10857,3,9,2022-03-18,TX_RET_2202,1316.14,True,1316.14
824,2166,15,23,2022-03-18,TX_RET_1201,777.71,True,777.71
2355,4881,24,22,2022-03-18,TX_PUR_1101,383.26,False,0.0
77,5617,7,9,2022-03-18,TX_RET_1202,1160.66,True,1160.66
1154,10674,14,9,2022-03-18,TX_RET_1202,2497.12,True,2497.12
1349,8614,17,18,2022-03-18,TX_ADJ_1949,2080.67,False,0.0
974,3829,5,4,2022-03-18,TX_ADJ_1949,213.06,False,0.0
1113,7636,3,22,2022-03-18,TX_MISC_1999,1088.33,False,0.0
2273,3249,2,18,2022-03-18,TX_RET_1202,940.27,True,940.27
14,1346,22,14,2022-03-18,TX_RET_1202,2267.14,True,2267.14
2437,7563,25,3,2022-03-18,TX_RET_1201,696.41,True,696.41
160,9725,21,20,2022-03-18,TX_CAN_1949,1339.05,False,0.0
2167,9090,12,11,2022-03-18,TX_CAN_1949,1833.84,False,0.0
1798,9335,9,15,2022-03-18,TX_ADJ_1949,1550.28,False,0.0
1720,1945,1,18,2022-03-18,TX_CAN_1949,1821.05,False,0.0
1661,8294,4,18,2022-03-18,TX_RET_1201,732.15,True,732.15
2606,4118,3,7,2022-03-18,TX_CAN_1949,1617.12,False,0.0
1048,1520,25,8,2022-03-18,TX_MISC_1999,1028.74,False,0.0
498,5664,15,9,2022-03-18,TX_RET_1202,2454.97,True,2454.97
924,483,20,16,2022-03-18,TX_CAN_1949,1618.14,False,0.0
1119,2993,22,7,2022-03-18,TX_RET_1201,186.71,True,186.71
2331,10414,19,21,2022-03-18,TX_ADJ_1949,679.12,False,0.0
636,7907,15,4,2022-03-18,TX_PUR_1101,595.69,False,0.0
2007,3963,13,4,2022-03-18,TX_MISC_1999,258.48,False,0.0
2196,3938,2,19,2022-03-18,TX_RET_1202,336.88,True,336.88
2575,6277,24,10,2022-03-18,TX_RET_2202,2393.7,True,2393.7
1635,9405,12,18,2022-03-18,TX_MISC_1999,1140.64,False,0.0
377,4164,19,15,2022-03-18,TX_PUR_1101,1869.77,False,0.0
998,9498,4,4,2022-03-18,TX_ADJ_1949,598.68,False,0.0
1536,7303,20,18,2022-03-22,TX_RET_1202,2032.43,True,2032.43
379,4247,22,7,2022-03-22,TX_ADJ_1949,1279.04,False,0.0
584,94,9,16,2022-03-22,TX_RET_2202,923.42,True,923.42
1557,1983,24,24,2022-03-22,TX_PUR_1102,934.82,False,0.0
455,6246,13,24,2022-03-22,TX_CAN_1949,947.75,False,0.0
2054,841,12,17,2022-03-22,TX_ADJ_1949,2139.58,False,0.0
1909,6462,21,1,2022-03-22,TX_RET_1201,2138.38,True,2138.38
359,4378,5,17,2022-03-22,TX_CAN_1949,1201.51,False,0.0
1862,10787,14,7,2022-03-22,TX_CAN_1949,749.56,False,0.0
475,8767,9,1,2022-03-22,TX_PUR_1102,2111.03,False,0.0
1428,11390,8,4,2022-03-22,TX_MISC_1999,2060.04,False,0.0
213,3139,25,13,2022-03-22,TX_ADJ_1949,255.78,False,0.0
1802,4207,22,8,2022-03-22,TX_RET_1201,2335.6,True,2335.6
511,6754,12,6,2022-03-22,TX_PUR_1102,1431.93,False,0.0
2471,3840,7,16,2022-03-22,TX_PUR_1102,308.71,False,0.0
327,6963,16,2,2022-03-22,TX_RET_1202,1110.64,True,1110.64
341,1104,7,19,2022-03-22,TX_MISC_1999,455.7,False,0.0
2166,8380,11,24,2022-03-22,TX_PUR_1102,1494.38,False,0.0
1738,8353,1,14,2022-03-22,TX_MISC_1999,1741.98,False,0.0
1195,5023,4,9,2022-03-22,TX_RET_2202,1261.99,True,1261.99
1819,2227,6,17,2022-03-22,TX_RET_2202,1999.81,True,1999.81
588,1388,6,21,2022-03-22,TX_RET_1201,2302.53,True,2302.53
1608,933,19,18,2022-03-22,TX_PUR_1102,1936.42,False,0.0
1068,6705,24,12,2022-03-22,TX_RET_1202,1441.98,True,1441.98
119,9881,23,12,2022-03-22,TX_CAN_1949,243.4,False,0.0
1412,7311,14,21,2022-03-22,TX_ADJ_1949,1344.42,False,0.0
1339,8888,15,16,2022-03-22,TX_MISC_1999,642.68,False,0.0
1762,10038,20,7,2022-03-22,TX_MISC_1999,387.15,False,0.0
980,3900,6,11,2022-03-22,TX_MISC_1999,2463.78,False,0.0
1105,11170,7,6,2022-03-22,TX_MISC_1999,1471.75,False,0.0
1738,7820,13,16,2022-03-22,TX_PUR_1102,737.14,False,0.0
486,1839,16,3,2022-03-22,TX_RET_1201,2110.45,True,2110.45
2184,3376,15,21,2022-03-22,TX_MISC_1999,969.04,False,0.0
2572,5685,13,4,2022-03-22,TX_RET_1201,130.51,True,130.51
2636,5809,13,2,2022-03-22,TX_RET_1202,1999.88,True,1999.88
550,3456,15,24,2022-03-22,TX_RET_1201,2211.94,True,2211.94
1194,7688,21,6,2022-03-22,TX_RET_1201,445.16,True,445.16
474,6584,5,18,2022-03-22,TX_RET_1201,477.59,True,477.59
2245,10657,18,22,2022-03-22,TX_RET_2202,95.77,True,95.77
1808,6805,19,19,2022-03-22,TX_PUR_1102,1616.26,False,0.0
486,5139,23,11,2022-03-22,TX_RET_1201,1138.25,True,1138.25
1687,938,1,20,2022-03-22,TX_PUR_1102,494.76,False,0.0
361,8188,21,20,2022-03-22,TX_RET_1202,757.35,True,757.35
2252,3862,17,12,2022-03-22,TX_MISC_1999,1308.98,False,0.0
1770,2533,8,16,2022-03-22,TX_CAN_1949,613.37,False,0.0
62,9181,21,11,2022-03-22,TX_MISC_1999,785.46,False,0.0
2255,3345,17,13,2022-03-22,TX_CAN_1949,539.24,False,0.0
469,9298,17,13,2022-03-22,TX_RET_2202,1493.81,True,1493.81
1222,2602,14,19,2022-03-22,TX_MISC_1999,100.81,False,0.0
1029,8013,12,13,2022-03-22,TX_MISC_1999,1553.54,False,0.0
1720,163,1,1,2022-03-22,TX_CAN_1949,395.18,False,0.0
1102,8902,13,11,2022-03-22,TX_RET_1201,1730.39,True,1730.39
1032,6273,9,19,2022-03-22,TX_PUR_1102,1138.43,False,0.0
2007,10111,20,3,2022-03-22,TX_ADJ_1949,1570.41,False,0.0
2524,1095,11,7,2022-03-22,TX_MISC_1999,2388.48,False,0.0
2114,5045,20,14,2022-03-22,TX_PUR_1102,2051.65,False,0.0
671,5647,3,6,2022-03-22,TX_RET_2202,2111.28,True,2111.28
1812,3557,23,9,2022-03-22,TX_ADJ_1949,2018.23,False,0.0
385,246,23,1,2022-03-24,TX_RET_1201,369.45,True,369.45
514,7228,5,2,2022-03-24,TX_RET_2202,1459.71,True,1459.71
2294,8377,4,17,2022-03-24,TX_ADJ_1949,1271.7,False,0.0
2175,8093,18,8,2022-03-24,TX_ADJ_1949,397.56,False,0.0
190,2391,3,2,2022-03-24,TX_PUR_1102,916.92,False,0.0
667,7080,8,9,2022-03-24,TX_MISC_1999,2432.42,False,0.0
2225,315,7,3,2022-03-24,TX_PUR_1102,409.0,False,0.0
1923,5607,11,5,2022-03-24,TX_PUR_1102,1695.06,False,0.0
836,7217,6,5,2022-03-24,TX_CAN_1949,2227.56,False,0.0
2243,4586,25,22,2022-03-24,TX_RET_1202,575.69,True,575.69
2513,9370,3,8,2022-03-24,TX_RET_1202,957.87,True,957.87
1698,9317,23,7,2022-03-24,TX_RET_2202,780.62,True,780.62
637,6377,22,19,2022-03-24,TX_PUR_1101,573.23,False,0.0
1002,2047,10,15,2022-03-24,TX_RET_1201,1494.27,True,1494.27
1894,4960,3,6,2022-03-24,TX_RET_2202,1729.24,True,1729.24
1892,5810,1,16,2022-03-24,TX_RET_1202,755.93,True,755.93
1136,6521,17,6,2022-03-24,TX_MISC_1999,1352.97,False,0.0
116,5388,3,12,2022-03-24,TX_MISC_1999,2091.36,False,0.0
1459,394,23,21,2022-03-24,TX_RET_1202,301.55,True,301.55
1605,5311,11,6,2022-03-24,TX_PUR_1102,588.19,False,0.0
1266,11187,17,4,2022-03-24,TX_PUR_1101,869.86,False,0.0
1868,5908,8,8,2022-03-24,TX_RET_1201,1161.09,True,1161.09
2258,3886,24,6,2022-03-24,TX_RET_1201,1707.13,True,1707.13
1579,5174,20,24,2022-03-24,TX_PUR_1101,2480.09,False,0.0
2556,3001,16,14,2022-03-24,TX_MISC_1999,1987.46,False,0.0
1492,8856,23,19,2022-03-24,TX_RET_2202,2029.13,True,2029.13
1355,859,19,10,2022-03-24,TX_MISC_1999,1775.63,False,0.0
1264,1392,5,1,2022-03-24,TX_MISC_1999,501.89,False,0.0
34,3188,6,17,2022-03-24,TX_RET_1201,615.23,True,615.23
1025,2433,7,6,2022-03-24,TX_MISC_1999,299.21,False,0.0
1119,10079,3,4,2022-03-24,TX_PUR_1102,258.53,False,0.0
1220,6867,10,11,2022-03-24,TX_PUR_1101,1318.75,False,0.0
2201,7837,25,9,2022-03-24,TX_PUR_1101,2479.18,False,0.0
661,5170,7,10,2022-03-24,TX_PUR_1102,2053.56,False,0.0
1117,8474,20,11,2022-03-24,TX_CAN_1949,960.31,False,0.0
1181,7247,15,2,2022-03-24,TX_PUR_1101,2281.06,False,0.0
2337,6608,13,19,2022-03-24,TX_PUR_1102,648.07,False,0.0
1365,8030,22,7,2022-03-24,TX_CAN_1949,2377.22,False,0.0
124,8459,6,7,2022-03-24,TX_RET_1202,1560.56,True,1560.56
314,6622,15,8,2022-03-24,TX_RET_2202,2035.74,True,2035.74
2271,3988,12,5,2022-03-24,TX_PUR_1101,1844.21,False,0.0
1092,6128,10,12,2022-03-24,TX_PUR_1102,1526.94,False,0.0
1146,10653,1,14,2022-03-24,TX_RET_1202,2314.67,True,2314.67
1197,10208,6,10,2022-04-05,TX_RET_1202,1457.81,True,1457.81
1765,7407,17,20,2022-04-05,TX_RET_1201,1609.45,True,1609.45
1847,10504,15,24,2022-04-05,TX_PUR_1101,144.06,False,0.0
505,10719,4,5,2022-04-05,TX_MISC_1999,94.28,False,0.0
1387,5909,14,22,2022-04-05,TX_RET_1201,794.19,True,794.19
2305,632,17,15,2022-04-05,TX_PUR_1102,1796.36,False,0.0
2566,11219,18,20,2022-04-05,TX_PUR_1102,2185.62,False,0.0
212,10921,16,15,2022-04-05,TX_ADJ_1949,1382.68,False,0.0
1137,1457,10,5,2022-04-05,TX_CAN_1949,1435.2,False,0.0
1362,979,22,10,2022-04-05,TX_PUR_1102,1392.67,False,0.0
1211,6815,7,17,2022-04-05,TX_CAN_1949,1266.85,False,0.0
1048,280,14,16,2022-04-05,TX_MISC_1999,1854.64,False,0.0
865,4515,25,12,2022-04-05,TX_PUR_1102,279.37,False,0.0
1695,1716,10,9,2022-04-05,TX_PUR_1101,2367.65,False,0.0
796,6985,21,23,2022-04-05,TX_PUR_1102,1814.53,False,0.0
1763,11244,23,7,2022-04-05,TX_RET_1202,1419.2,True,1419.2
2044,1825,23,1,2022-04-05,TX_RET_2202,2081.41,True,2081.41
1444,10880,12,20,2022-04-05,TX_ADJ_1949,1910.99,False,0.0
875,9321,21,19,2022-04-05,TX_RET_1202,1151.83,True,1151.83
687,3267,22,22,2022-04-05,TX_RET_2202,1754.3,True,1754.3
1017,9372,15,7,2022-04-05,TX_MISC_1999,610.34,False,0.0
148,3454,19,1,2022-04-05,TX_RET_2202,1957.35,True,1957.35
2428,6934,6,12,2022-04-05,TX_ADJ_1949,2421.81,False,0.0
1664,4485,3,19,2022-04-05,TX_RET_1202,1991.24,True,1991.24
2464,3466,6,2,2022-04-05,TX_RET_1202,1026.64,True,1026.64
930,5948,5,14,2022-04-05,TX_RET_1202,656.31,True,656.31
988,3517,13,5,2022-04-05,TX_CAN_1949,1489.58,False,0.0
929,4705,13,9,2022-04-05,TX_RET_1201,175.43,True,175.43
296,8035,17,24,2022-04-05,TX_RET_1201,1705.71,True,1705.71
2161,9484,9,19,2022-04-05,TX_ADJ_1949,1174.1,False,0.0
958,1022,18,13,2022-04-05,TX_RET_1202,2355.32,True,2355.32
291,3768,23,3,2022-04-05,TX_ADJ_1949,2191.84,False,0.0
665,7363,13,10,2022-04-06,TX_RET_1202,825.18,True,825.18
1198,1691,11,16,2022-04-06,TX_PUR_1101,1288.55,False,0.0
27,1265,19,18,2022-04-06,TX_PUR_1101,304.79,False,0.0
694,9397,24,23,2022-04-06,TX_ADJ_1949,1125.84,False,0.0
485,7604,18,14,2022-04-06,TX_RET_1202,529.16,True,529.16
